id,type
336,8
337,8
338,8
339,8
340,8
341,8
342,9
343,8
344,8
345,8
346,9
347,8
348,8
349,8
350,8
351,8
352,8
353,8
354,8
355,8
356,8
357,8
358,8
359,8
360,8
361,8
362,9
363,8
364,9
365,9
366,9
367,9
368,9
369,8
370,9
371,9
372,9
373,9
374,9
375,9
376,8
377,8
378,9
379,9
380,9
381,8
382,9
383,8
384,8
385,9
386,8
387,8
388,8
389,8
390,8
391,8
392,8
393,8
394,9
395,8
396,8
397,8
398,8
399,8
400,9
401,9
402,9
403,9
404,8
405,9
406,9
407,8
408,8
409,9
410,9
411,8
412,8
413,8
414,8
415,8
416,9
417,9
418,9
419,9
420,9
421,9
422,9
423,9
424,9
425,9
426,9
427,9
428,8
429,8
430,9
431,9
432,8
433,9
434,7
435,9
436,9
437,9
438,9
439,9
440,9
441,9
442,9
443,9
444,9
445,9
446,9
447,9
448,9
449,9
450,9
451,9
452,9
453,9
454,9
455,9
456,9
457,8
458,8
459,8
460,8
461,8
462,9
463,9
464,9
465,9
466,9
467,9
468,9
469,9
470,9
471,8
472,9
473,9
474,9
475,9
476,9
477,8
478,8
479,8
480,8
481,8
482,9
483,9
484,9
485,8
486,9
487,9
488,9
489,9
490,9
491,8
492,9
493,9
494,8
495,9
496,9
497,9
498,9
499,8
500,9
501,9
502,9
503,9
504,9
505,9
506,9
507,9
508,9
509,9
510,8
511,9
512,9
513,9
514,9
515,9
516,9
517,9
518,9
519,9
520,9
521,9
522,9
523,9
524,8
525,8
526,8
527,8
528,8
529,8
530,8
531,8
532,8
533,9
534,8
535,8
536,8
537,9
538,8
539,8
540,8
541,8
542,8
543,8
544,8
545,8
546,9
547,8
548,9
549,8
550,9
551,9
552,9
553,9
554,8
555,9
556,9
557,9
558,9
559,9
560,9
561,9
562,9
563,8
564,8
565,8
566,8
567,8
568,8
569,8
570,8
571,8
572,8
573,8
574,8
575,8
576,8
577,8
578,9
579,8
580,8
581,8
582,8
583,8
584,8
585,9
586,9
587,9
588,9
589,9
590,9
591,9
592,8
593,8
594,9
595,9
596,9
597,8
598,9
599,8
600,9
601,8
602,9
603,9
604,8
605,8
606,8
607,8
608,8
609,8
610,9
611,8
612,8
613,8
614,8
615,8
616,9
617,8
618,8
619,8
620,9
621,8
622,8
623,8
624,8
625,8
626,9
627,9
628,9
629,9
630,8
631,9
632,8
633,8
634,8
635,9
636,8
637,9
638,9
639,9
640,9
641,9
642,9
643,8
644,8
645,8
646,8
647,8
648,8
649,8
650,8
651,8
652,8
653,8
654,8
655,8
656,8
657,8
658,9
659,8
660,8
661,8
662,8
663,8
664,8
665,9
666,9
667,9
668,9
669,9
670,9
671,9
672,9
673,9
674,8
675,8
676,9
677,8
678,8
679,8
680,9
681,8
682,9
683,8
684,9
685,9
686,8
687,8
688,8
689,8
690,8
691,9
692,8
693,8
694,8
695,8
696,8
697,8
698,8
699,8
700,8
701,8
702,8
703,8
704,9
705,8
706,8
707,9
708,8
709,8
710,9
711,8
712,8
713,8
714,8
715,8
716,8
717,8
718,8
719,8
720,8
721,8
722,8
723,8
724,8
725,8
726,8
727,8
728,8
729,8
730,8
731,9
732,9
733,9
734,8
735,8
736,8
737,8
738,8
739,9
740,8
741,8
742,9
743,9
744,8
745,8
746,9
747,9
748,9
749,9
750,9
751,9
752,9
753,9
754,9
755,9
756,9
757,8
758,8
759,8
760,9
761,8
762,8
763,8
764,9
765,9
766,9
767,9
768,9
769,9
770,9
771,8
772,8
773,8
774,8
775,8
776,9
777,8
778,8
779,8
780,8
781,8
782,9
783,9
784,9
785,9
786,9
787,9
788,9
789,9
790,9
791,9
792,9
793,9
794,9
795,9
796,9
797,9
798,9
799,9
800,9
801,9
802,9
803,9
804,9
805,8
806,9
807,8
808,8
809,8
810,8
811,9
812,8
813,8
814,8
815,8
816,8
817,8
818,8
819,8
820,8
821,8
822,8
823,8
824,9
825,9
826,9
827,9
828,9
829,9
830,9
831,9
832,9
833,9
834,9
835,9
836,9
837,9
838,9
839,8
840,9
841,9
842,9
843,8
844,8
845,8
846,8
847,8
848,8
849,8
850,8
851,8
852,8
853,9
854,9
855,9
856,9
857,8
858,9
859,9
860,9
861,8
862,9
863,9
864,9
865,9
866,9
867,9
868,9
869,9
870,9
871,9
872,9
873,9
874,9
875,9
876,9
877,9
878,9
879,9
880,9
881,9
882,9
883,8
884,8
885,8
886,8
887,8
888,8
889,8
890,8
891,8
892,8
893,8
894,8
895,8
896,8
897,8
898,8
899,9
900,8
901,9
902,8
903,8
904,8
905,8
906,8
907,8
908,8
909,8
910,8
911,9
912,8
913,8
914,8
915,9
916,8
917,8
918,8
919,9
920,9
921,8
922,8
923,9
924,9
925,9
926,9
927,9
928,9
929,9
930,9
931,9
932,9
933,8
934,8
935,8
936,8
937,8
938,8
939,8
940,8
941,9
942,8
943,9
944,8
945,9
946,8
947,8
948,9
949,9
950,9
951,8
952,8
953,8
954,8
955,8
956,9
957,9
958,9
959,9
960,9
961,9
962,9
963,9
964,9
965,9
966,9
967,9
968,9
969,9
970,9
971,9
972,8
973,8
974,8
975,8
976,9
977,9
978,9
979,9
980,9
981,9
982,9
983,9
984,9
985,9
986,9
987,9
988,9
989,9
990,9
991,9
992,9
993,9
994,9
995,9
996,9
997,9
998,9
999,9
1000,9
1001,9
1002,9
1003,9
1004,9
1005,9
1006,9
1007,9
1008,9
1009,9
1010,9
1011,9
1012,9
1013,9
1014,9
1015,9
1016,9
1017,9
1018,9
1019,9
1020,9
1021,9
1022,9
1023,9
1024,9
1025,9
1026,9
1027,9
1028,9
1029,9
1030,9
1031,9
1032,8
1033,8
1034,9
1035,8
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,9
1049,9
1050,9
1051,8
1052,8
1053,8
1054,8
1055,9
1056,9
1057,9
1058,9
1059,9
1060,9
1061,9
1062,9
1063,9
1064,9
1065,8
1066,8
1067,8
1068,8
1069,9
1070,8
1071,8
1072,8
1073,8
1074,8
1075,8
1076,8
1077,8
1078,9
1079,8
1080,8
1081,8
1082,8
1083,8
1084,8
1085,8
1086,8
1087,9
1088,9
1089,8
1090,8
1091,8
1092,8
1093,8
1094,8
1095,8
1096,9
1097,9
1098,8
1099,9
1100,9
1101,9
1102,8
1103,8
1104,9
1105,9
1106,9
1107,9
1108,9
1109,9
1110,9
1111,9
1112,9
1113,9
1114,9
1115,9
1116,8
1117,8
1118,8
1119,9
1120,8
1121,9
1122,8
1123,8
1124,8
1125,8
1126,8
1127,8
1128,8
1129,9
1130,8
1131,8
1132,8
1133,8
1134,9
1135,9
1136,8
1137,8
1138,8
1139,8
1140,8
1141,8
1142,8
1143,8
1144,8
1145,9
1146,8
1147,9
1148,9
1149,9
1150,9
1151,9
1152,9
1153,9
1154,9
1155,8
1156,9
1157,8
1158,8
1159,8
1160,8
1161,9
1162,9
1163,9
1164,8
1165,8
1166,9
1167,8
1168,8
1169,8
1170,8
1171,8
1172,8
1173,9
1174,9
1175,9
1176,8
1177,9
1178,9
1179,9
1180,8
1181,8
1182,8
1183,9
1184,9
1185,9
1186,9
1187,9
1188,9
1189,9
1190,9
1191,9
1192,9
1193,8
1194,8
1195,9
1196,9
1197,9
1198,9
1199,9
1200,9
1201,9
1202,8
1203,9
1204,9
1205,9
1206,9
1207,8
1208,9
1209,9
1210,9
1211,9
1212,9
1213,9
1214,9
1215,9
1216,9
1217,9
1218,9
1219,9
1220,9
1221,9
1222,9
1223,9
1224,8
1225,8
1226,8
1227,8
1228,8
1229,9
1230,9
1231,9
1232,9
1233,8
1234,8
1235,8
1236,8
1237,8
1238,8
1239,8
1240,8
1241,8
1242,8
1243,8
1244,9
1245,9
1246,9
1247,9
1248,9
1249,9
1250,9
1251,9
1252,9
1253,9
1254,9
1255,9
1256,9
1257,9
1258,9
1259,9
1260,9
1261,8
1262,8
1263,8
1264,9
1265,9
1266,9
1267,9
1268,9
1269,9
1270,9
1271,9
1272,9
1273,9
1274,9
1275,9
1276,9
1277,9
1278,9
1279,9
1280,8
1281,9
1282,9
1283,8
1284,8
1285,8
1286,8
1287,9
1288,8
1289,9
1290,8
1291,8
1292,8
1293,9
1294,8
1295,8
1296,8
1297,9
1298,8
1299,8
1300,8
1301,8
1302,8
1303,8
1304,9
1305,9
1306,9
1307,8
1308,8
1309,8
1310,8
1311,8
1312,8
1313,9
1314,8
1315,9
1316,8
1317,8
1318,9
1319,8
1320,8
1321,8
1322,8
1323,8
1324,9
1325,9
1326,9
1327,9
1328,9
1329,9
1330,9
1331,8
1332,8
1333,9
1334,8
1335,8
1336,8
1337,9
1338,8
1339,8
1340,8
1341,8
1342,8
1343,8
1344,8
1345,8
1346,8
1347,8
1348,8
1349,8
1350,8
1351,8
1352,9
1353,9
1354,9
1355,9
1356,9
1357,9
1358,9
1359,8
1360,8
1361,9
1362,9
1363,9
1364,9
1365,9
1366,9
1367,8
1368,8
1369,8
1370,8
1371,8
1372,8
1373,9
1374,8
1375,8
1376,8
1377,8
1378,8
1379,8
1380,8
1381,8
1382,9
1383,9
1384,8
1385,8
1386,9
1387,9
1388,9
1389,9
1390,9
1391,9
1392,8
1393,8
1394,8
1395,9
1396,8
1397,8
1398,9
1399,8
1400,8
1401,8
1402,8
1403,9
1404,8
1405,8
1406,8
1407,8
1408,8
1409,8
1410,8
1411,9
1412,9
1413,9
1414,9
1415,9
1416,9
1417,9
1418,9
1419,9
1420,9
1421,9
1422,9
1423,8
1424,9
1425,8
1426,8
1427,8
1428,8
1429,8
1430,8
1431,8
1432,8
1433,9
1434,8
1435,9
1436,9
1437,9
1438,9
1439,9
1440,9
1441,9
1442,9
1443,9
1444,9
1445,9
1446,9
1447,9
1448,9
1449,9
1450,9
1451,9
1452,9
1453,8
1454,8
1455,9
1456,9
1457,9
1458,9
1459,9
1460,9
1461,9
1462,9
1463,8
1464,8
1465,8
1466,8
1467,8
1468,8
1469,8
1470,8
1471,8
1472,8
1473,9
1474,8
1475,8
1476,8
1477,8
1478,9
1479,8
1480,8
1481,9
1482,8
1483,8
1484,9
1485,9
1486,9
1487,9
1488,9
1489,9
1490,8
1491,8
1492,9
1493,9
1494,9
1495,9
1496,9
1497,9
1498,9
1499,9
1500,9
1501,9
1502,9
1503,9
1504,9
1505,9
1506,9
1507,9
1508,9
1509,9
1510,9
1511,9
1512,8
1513,8
1514,8
1515,8
1516,9
1517,8
1518,8
1519,8
1520,9
1521,8
1522,8
1523,8
1524,8
1525,8
1526,9
1527,8
1528,8
1529,9
1530,8
1531,8
1532,8
1533,9
1534,8
1535,8
1536,8
1537,8
1538,8
1539,8
1540,9
1541,8
1542,8
1543,8
1544,8
1545,8
1546,8
1547,8
1548,8
1549,8
1550,8
1551,9
1552,8
1553,8
1554,8
1555,8
1556,8
1557,8
1558,8
1559,8
1560,8
1561,8
1562,9
1563,8
1564,9
1565,9
1566,9
1567,9
1568,8
1569,8
1570,8
1571,8
1572,9
1573,8
1574,8
1575,8
1576,8
1577,8
1578,8
1579,8
1580,8
1581,8
1582,8
1583,8
1584,8
1585,9
1586,9
1587,9
1588,9
1589,8
1590,8
1591,8
1592,8
1593,8
1594,8
1595,8
1596,8
1597,8
1598,8
1599,8
1600,8
1601,8
1602,8
1603,8
1604,8
1605,8
1606,8
1607,8
1608,8
1609,9
1610,8
1611,8
1612,8
1613,8
1614,9
1615,8
1616,8
1617,9
1618,8
1619,8
1620,8
1621,9
1622,8
1623,8
1624,8
1625,9
1626,9
1627,9
1628,8
1629,9
1630,9
1631,9
1632,9
1633,9
1634,9
1635,9
1636,9
1637,9
1638,9
1639,9
1640,9
1641,9
1642,8
1643,9
1644,9
1645,9
1646,9
1647,9
1648,9
1649,9
1650,9
1651,9
1652,9
1653,9
1654,9
1655,9
1656,8
1657,9
1658,8
1659,8
1660,8
1661,9
1662,9
1663,9
1664,8
1665,8
1666,9
1667,9
1668,8
1669,8
1670,9
1671,9
1672,9
1673,9
1674,9
1675,9
1676,9
1677,9
1678,9
1679,9
1680,9
1681,9
1682,9
1683,8
1684,9
1685,9
1686,9
1687,9
1688,9
1689,9
1690,9
1691,9
1692,9
1693,9
1694,9
1695,9
1696,9
1697,9
1698,9
1699,9
1700,9
1701,9
1702,9
1703,9
1704,9
1705,9
1706,9
1707,9
1708,9
1709,9
1710,9
1711,9
1712,9
1713,9
1714,9
1715,9
1716,9
1717,9
1718,9
1719,9
1720,9
1721,9
1722,9
1723,9
1724,9
1725,9
1726,9
1727,9
1728,9
1729,9
1730,9
1731,9
1732,9
1733,9
1734,9
1735,9
1736,9
1737,9
1738,9
1739,9
1740,9
1741,9
1742,9
1743,9
1744,9
1745,9
1746,9
1747,9
1748,9
1749,9
1750,9
1751,9
1752,9
1753,9
1754,9
1755,9
1756,9
1757,9
1758,9
1759,9
1760,9
1761,9
1762,9
1763,9
1764,9
1765,9
1766,9
1767,9
1768,9
1769,9
1770,9
1771,9
1772,9
1773,9
1774,9
1775,9
1776,9
1777,9
1778,9
1779,8
1780,8
1781,8
1782,8
1783,8
1784,8
1785,8
1786,9
1787,9
1788,9
1789,8
1790,8
1791,8
1792,8
1793,8
1794,9
1795,9
1796,9
1797,8
1798,9
1799,9
1800,9
1801,9
1802,9
1803,9
1804,9
1805,9
1806,9
1807,9
1808,9
1809,8
1810,8
1811,9
1812,9
1813,9
1814,9
1815,8
1816,9
1817,9
1818,8
1819,9
1820,9
1821,9
1822,9
1823,9
1824,8
1825,8
1826,8
1827,8
1828,9
1829,9
1830,9
1831,8
1832,8
1833,8
1834,9
1835,9
1836,8
1837,8
1838,8
1839,8
1840,8
1841,9
1842,9
1843,8
1844,8
1845,8
1846,8
1847,8
1848,8
1849,8
1850,8
1851,8
1852,8
1853,8
1854,8
1855,8
1856,8
1857,8
1858,8
1859,8
1860,8
1861,8
1862,8
1863,8
1864,8
1865,9
1866,8
1867,8
1868,8
1869,8
1870,8
1871,9
1872,9
1873,9
1874,8
1875,9
1876,9
1877,9
1878,8
1879,8
1880,8
1881,9
1882,8
1883,9
1884,8
1885,8
1886,8
1887,8
1888,8
1889,8
1890,8
1891,8
1892,8
1893,8
1894,8
1895,9
1896,9
1897,9
1898,9
1899,9
1900,9
1901,8
1902,8
1903,9
1904,9
1905,9
1906,8
1907,8
1908,9
1909,9
1910,8
1911,9
1912,8
1913,8
1914,8
1915,8
1916,8
1917,9
1918,9
1919,9
1920,9
1921,9
1922,9
1923,9
1924,9
1925,9
1926,9
1927,8
1928,8
1929,8
1930,9
1931,9
1932,9
1933,9
1934,9
1935,9
1936,8
1937,8
1938,9
1939,8
1940,8
1941,8
1942,9
1943,9
1944,9
1945,9
1946,8
1947,8
1948,8
1949,8
1950,8
1951,8
1952,8
1953,8
1954,9
1955,9
1956,8
1957,8
1958,8
1959,8
1960,8
1961,8
1962,8
1963,8
1964,8
1965,8
1966,8
1967,8
1968,8
1969,8
1970,8
1971,8
1972,9
1973,8
1974,8
1975,8
1976,8
1977,8
1978,8
1979,8
1980,9
1981,8
1982,8
1983,8
1984,8
1985,9
1986,8
1987,8
1988,9
1989,9
1990,8
1991,8
1992,8
1993,8
1994,8
1995,8
1996,8
1997,8
1998,8
1999,8
2000,9
2001,9
2002,9
2003,8
2004,8
2005,8
2006,8
2007,8
2008,8
2009,8
2010,8
2011,8
2012,8
2013,8
2014,8
2015,8
2016,8
2017,8
2018,8
2019,8
2020,9
2021,9
2022,8
2023,8
2024,8
2025,8
2026,8
2027,8
2028,9
2029,9
2030,8
2031,8
2032,8
2033,8
2034,8
2035,8
2036,8
2037,8
2038,8
2039,8
2040,8
2041,8
2042,8
2043,9
2044,8
2045,8
2046,8
2047,8
2048,8
2049,9
2050,8
2051,8
2052,8
2053,9
2054,8
2055,9
2056,9
2057,8
2058,9
2059,8
2060,9
2061,8
2062,8
2063,9
2064,9
2065,8
2066,8
2067,9
2068,9
2069,8
2070,9
2071,9
2072,8
2073,8
2074,9
2075,9
2076,9
2077,9
2078,9
2079,9
2080,9
2081,9
2082,9
2083,9
2084,9
2085,9
2086,9
2087,9
2088,9
2089,9
2090,9
2091,9
2092,9
2093,9
2094,9
2095,9
2096,9
2097,9
2098,9
2099,9
2100,9
2101,9
2102,9
2103,9
2104,9
2105,9
2106,9
2107,9
2108,9
2109,9
2110,9
2111,9
2112,9
2113,9
2114,9
2115,9
2116,9
2117,9
2118,9
2119,9
2120,9
2121,9
2122,9
2123,9
2124,9
2125,9
2126,9
2127,9
2128,9
2129,9
2130,9
2131,9
2132,9
2133,9
2134,9
2135,9
2136,9
2137,9
2138,9
2139,9
2140,9
2141,9
2142,9
2143,9
2144,9
2145,9
2146,9
2147,9
2148,9
2149,9
2150,9
2151,9
2152,9
2153,9
2154,9
2155,9
2156,9
2157,9
